Id,Expected,Rooms,SqrMeters,Floor,Location,Centre,Description
1179,465000,4,78.2,1,Poznań Podolany ul. Strzeszyńska,0,Jeśli chcesz wygodnie zamieszkać w Poznaniu cenisz sobie wysoką jakość życia to mamy dla Ciebie mieszkanie jak z obrazka! Poznań Podolany monitorowane osiedle nowoczesny 4-ro piętrowy budynek z 2010r. z dala od ulicy wysoka jakość...
1590,279000,3,64,4,Poznań Grunwald ul. Międzyborska,0,REZERWACJA ! Grunwaldzka/Międzyborska W cichym nowym osiedlu. Grunwaldzka / Międzyborska. 279 tys. 64m2+ duża piwnica + balkon typu loggia. 3 niezależne pokoje. Oddzielna jasna (z oknem) wyposażona kuchnia. Duża łazienka z wanną i z oknem!....
1233,239000,2,41.6,1,Poznań ,1,| Kontakt w sprawie oferty: Renata tel. 790 721 421 . . Polecam mieszkanie 2 pokojowe o powierzchni 41 6 m2 w kamienicy na wysokim parterze przy ul. Wszystkich Świętych. . Mieszkanie składa się z pokoju z aneksem kuchennym pokoju ...
369,313572,2,54.27,4,Poznań Nowe Miasto ul. Ul. Milczańska 1,0,Mieszkanie w programie MDM!!! Na sprzedaż komfortowe mieszkanie o metrażu 54 27m2 na 4 piętrze przy ulicy Milczańskiej. Składa się z salonu kuchni z aneksem sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy balkon. Mieszkanie...
1284,227128,2,39.16,5,Poznań Wilda ul. Rolna 37 I 39,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1663,188500,1,29,2,Poznań Poznań-Grunwald ul. Jana Matejki,0,Oferta sprzedaży mieszkania o łącznej powierzchni 29m2 na 1 piętrze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w bezpośredniej...
633,368000,4,66,1,Poznań Grunwald Górczyn,0,4 POKOJOWE MIESZKANIE W STANIE DEWELOPERSKIM W KREDYCIE MDM. W stanie deweloperskim otrzymacie Państwo: - drzwi antywłamaniowe; - ściany i sufity tynk gipsowy zatarty na gładko ściany pomalowane na biało; - posadzki betonowe zatarte na gładko;...
580,269000,2,55.5,10,Poznań Rataje ul. Falista,0,Słoneczne mieszkanie na dziesiątym piętrze w wieżowcu w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...
865,277614,2,46.1,3,Poznań Winogrady ul. Wilczak 20,0,Mieszkanie 2 pokojowe z aneksem kuchennym.
417,397897,3,55.65,1,Poznań Grunwald ul. Bukowska / Grochowska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
4808,400000,3,84,4,Poznań Stare Miasto Wilda ul. Krakowska,1,Na sprzedaż mieszkanie 3 pokojowe położone w centrum Poznania w pobliżu ulicy Półwiejskiej. Główne atuty nieruchomości: • rozkład pomieszczeń Nieruchomość złożona z: • pokój 15 m.kw • pokój 14 m.kw • pokój 22 m.kw • kuchnia z jadalnią 15 m.kw...
993,277840,2,54.4,4,Poznań Winogrady ul. Wilczak 20,0,Mieszkanie 2 pokojowe z aneksem kuchennym.
953,750000,4,89,3,Poznań Stary Rynek ul. Kazimierza Wielkiego Galileo Komfort Gara,1,Przedmiotem sprzedaży jest nowocześnie zaprojektowany apartament usytuowany w samym centrum Poznania przy ul. Kazimierza Wielkiego w apartamentowcu GALILEO. Lokal o powierzchni 89 m2 usytuowany jest na III piętrze nowoczesnego budynku...
925,230000,2,48,9,Poznań Rataje ul. Unii Lubelskiej,0,Dwa pokoje w bloku z 1996 roku w dobrym stanie nowe okna. Łazienka po remoncie z nowymi instalacjami. Pozostają dwie szafy typ komandor a także inne wybrane meble. Powyższa propozycja ma charakter informacyjny a nie stanowi oferty w...
776,217498,2,37.76,1,Poznań Nowe Miasto ul. Smolna 13 D,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
130,326430,2,47,1,Poznań Stare Miasto ul. Strzelecka Półwiejska,1,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż mieszkanie o powierzchni 46 5 m2 składające się z salonu z aneksem kuchennym sypialni łazienki korytarza i balkonu. Nowa inwestycja przy ulicy Strzeleckiej w Poznaniu....
86,364000,3,65,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,0,Polecam na sprzedaż mieszkanie w nowo odrestaurowanej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! możliwość wydzielenia dwóch lub trzech pokoi...
182,246326,2,39.73,4,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
753,340000,3,79,8,Poznań Rataje ul. Os. Orła Białego,0,POLECAM!!! Mieszkanie 3 pokojowe o powierzchni 79m2 znajdujące sie na os. Orła Białego znajdujące sie na 8 piętrze w 16 piętrowym bloku. Powierzchnia pokoi 20m2 18m2 12m2 kuchnia 9m2 łazienka z wanną i wc. Blok ocieplony odnowiony klatki...
2212,298000,3,88,3,Poznań ,1,| Kontakt w sprawie oferty: Renata tel. 790 721 421 Polecam na sprzedaż mieszkanie w kamienicy w centrum Poznania przy ul. Garbary / Wszystkich Św. / Mostowa o powierzchni ok. 88 m2 i wysokości 3 10 m. Nieruchomość znajduje się na 3 piętrze w...
907,385000,4,98.13,3,Poznań Antoninek ul. Sędziewoja,0,Przestronne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Antoninek. Cztery pokoje okna wychodzące na wschód południe zachód; widok na park/Skwer. Standard wykończenia: Ściany - gładź gipsowa glazura; Podłogi -...
1136,218466,2,36.11,3,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
868,275000,3,47,2,Poznań Rataje ul. Oświecenia,0,Mieszkanie 3 pokojowe 47 m2 na 2-gim piętrze w 4-ro piętrowym bloku na Os. Oświecenia na Ratajach. Wejście do pokoi z przedpokoju - obszernego w kształcie litery L. Pokój z loggią. oraz pokój mały od zachodniej strony. Blok ocieplony. Kuchnia z...
449,250000,2,44,1,Poznań Nowe Miasto ul. Małachowskiego Tomickiego Śródka Zawad,0,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 3-pokojowe o powierzchni 69 71 m2 usytuowane na parterze w niskim bloku z cegły z 1956 roku zlokalizowane na ul. Małachowskiego Śródka. Do mieszkania przynależy piwnica. Blok po...
659,276000,2,41.11,4,Poznań Wilda Dębiec ul. Przemysłowa,1,Zapraszamy do oglądania mieszkania w doskonałej lokalizacji! Lokal do własnej aranżacji - może być to przestronne studio lub mieszkanie 2 pokojowe! Piękny widok na miasto! Budynek położony jest w dzielnicy Wilda w jej północnej części...
161,282560,2,44.15,7,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
1205,279000,3,56,1,Poznań Rataje Nowe Miasto ul. Os. Czecha,0,NIEZALEŻNE POKOJE! UMEBLOWANE! CICHA I SPOKOJNA OKOLICA! ZAKUP TYLKO ZA GOTÓWKĘ! (brak księgi wieczystej) Na sprzedaż 3-pokojowe mieszkanie położone na 1-piętrze wysokiego budynku z WINDĄ na Ratajach (Nowe Miasto) na os. Czecha o powierzchni...
3401,245000,2,38,2,Poznań Rataje Śródka ul. Piastowskie Oś.,1,POLECAM NA SPRZEDAŻ mieszkanie 38m2 na Ratajach 2pokojowe 2p/w4p.Bloku BLOK 4 piętrowy. Ocieplony i odnowiony. (energo oszczędność na poziomie 30%). Bardzo dobra lokalizacja do centrum miasta można dojechać tramwajami jak i autobusami.....
1511,265899,2,43.59,5,Poznań Wilda ul. Rolna 37 I 39,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
730,320000,2,44.6,1,Poznań Winogrady ul. Piątkowska,0,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na wschód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe ...
307,399000,4,85.25,4,Poznań Wilda Wilda ul. Św. Jerzego,0,NIERUCHOMOŚĆ DOSTĘPNA WYŁACZNIE W NASZEJ FIRMIE. | Przytulne 4-pokojowe mieszkanie Dolna Wilda! Całkowita powierzchnia lokalu to 85 25 m2 + 4 m2 piwnica. Składają się na nią sypialnia 3 pokoje kuchnia łazienka osobno z wc i przedpokój....
321,259000,2,49,8,Poznań Piątkowo ul. Osiedle Bolesława Śmiałego,0,Polecam na sprzedaż ładne 2 pokojowe mieszkanie na Piątkowie na os. Bolesława Śmiałego. Mieszkanie o powierzchni 49 m2 mieści się na 8 piętrze w 16 piętrowym bloku. Układ mieszkania: - pokój 18 m2 z zadaszonym balkonem - pokój 11 5 m2 -...
1346,340464,3,55.36,4,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
4766,650000,4,167,3,Poznań ul. Roosevelta Mickiewicza,1,Przestronny lokal biurowy w samym Centrum Poznania przy jednym z głównych węzłów komunikacyjnych Rondo Kaponiera i kompleksu Międzynarodowych Targów Poznańskich. To idealne adres dla firmy której zależy na stworzeniu profesjonalnego wizerunku....
883,279000,2,49.8,1,Poznań ul. Garbary,1,Polecam na sprzedaż klimatyczne mieszkanie 2-pokojowe w ścisłym centrum! Położone przy ulicy Garbary niedaleko Starego Rynku. Mieszkanie posiada 2 pokoje o układzie zależnym łazienkę oraz otwartą kuchnię o łącznej powierzchni 49 8m2. Lokal...
1353,452847,2,65.63,1,Poznań Stare Miasto ul. Śródka Ostrówek,0,ZAMIESZKAJ U ŹRÓDEŁ POZNANIA Cena promocyjna na wszystkie lokale w inwestycji obowiązuje do odwołania! Planowana inwestycja znajduje się na Śródce u zbiegu ulic Ostrówek i Filipińskiej. Dzisiejsza ulica Ostrówek prowadząca z Mostu Jordana...
625,499000,5,121,4,Poznań ul. Wierzbięcice,0,B.T- bezpieczna transakcja z Pośrednikiem 19 lat doświadczeń!! Na sprzedaż 6 pokojowe mieszkanie w kamienicy w Poznaniu na Wildzie przy ulicy Wierzbięcice o powierzchni 121 m2 zlokalizowane na 4 piętrze w 5 piętrowej kamienic z 1916 roku....
1578,202274,2,32.89,4,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
1104,243306,2,38.62,7,Poznań Winogrady ul. Hawelańska,0,Nieruchomości Mieszkania Nieruchomości Mieszkania
919,170000,1,30,2,Poznań,0,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy. Mamy...
4956,207000,2,44,2,Poznań Rataje Nowe Miasto Wilda ul. Bohaterów Ii Wojny,1,Polecam do sprzedania mieszkanie położone na Os. Bohaterów II Wojny Światowej w Poznaniu. Atrakcyjna lokalizacja zapewniająca ciszę i spokój bliskość terenów spacerowych oraz dostęp do infrastruktury handlowo-usługowej. Na terenie osiedla dwa...
511,320000,3,64.7,3,Poznań Winiary ul. Powstańców Warszawy,0,Możesz kupić bez prowizji! Numer oferty 15-040 Więcej zdjęć video oraz rzuty 2D na naszej stronie internetowej. 3 pokoje z potencjałem na os. Powstańców Warszawy (15-040) Rozkładowe własnościowe 3 pokojowe mieszkanie o powierzchni 61 m2...
221,400000,3,69,4,Poznań Rataje ul. Os. Rusa,0,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskich Ratajach os. Rusa. Duże przestronne słoneczne mieszkanie posiadające niezależne 3 pokoje kuchnię łazienkę oraz korytarz. Mieszkanie jest bardzo zadbane gotowe do...
336,390000,4,130,1,Poznań Wilda ul. 28 Czerwca,0,Oferuję do sprzedania mieszkanie w kamienicy położone na pierwszym piętrze na poznańskiej Wildzie. Lokal składa się z czterech pokoi kuchni łazienki garderoby i korytarza. Można wyodrębnić piąty pokój dzieląc 35 metrowy salon. Mieszkanie ma...
1066,240805,2,47.18,5,Poznań ,1,NAJWIĘKSZA OFERTA RYNKU PIERWOTNEGO W WIELKOPOLSCE !!! PONAD 50 INWESTYCJI DEWELOPERSKICH W POZNANIU I OKOLICACH W JEDNYM MIEJSCU !!! U NAS W BIURZE : - zapoznasz się z aktualną ofertą ponad 30 deweloperów - wspólnie z doradcą wybierzesz...
782,299000,3,59,1,Poznań Piątkowo ul. Łokietka,0,Polecam do sprzedaży mieszkanie na Piątkowie na Os.Łokietka znajdujące się w niskim bloku na parterze o powierzchni całkowitej 59 10 m składające się : z 3 ustawnych pokoi niezależnych pokój nr 1 - 21 40 m2 pokój nr 2 - 8 40 m 2 pokój nr 3 -...
1059,245000,2,45.97,2,Poznań Podolany ul. Żegiestowska,0,Przestronne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Podolany. Dwa pokoje z aneksem kuchennym okna wychodzące na wschód; widok na drzewa. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska barlinecka ...
1022,299000,2,45.5,3,Poznań Piątkowo ul. Zygmunta Starego,0,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. POZNAŃ/PIĄTKOWO/ZYGMUNTA STAREGO Rok budowy 2001 Piętro 3/4 Powierzchnia: 45 5m2 -dwa pokoje -kuchnia -łazienka -piwnica LOKALIZACJA: Mieszkanie położone w...
565,175000,1,33,5,Poznań Wilda,0,Polecam na sprzedaż sympatyczną kawalerkę w bloku z cegły z 1999 r. nieopodal Rynku Wildeckiego w bocznej ulicy. Mieszkanie zlokalizowane na 5 piętrze w budynku 6-cio piętrowym z windą. Doskonała lokalizacja w pobliżu pełna infrastruktura ...
447,350000,2,56,2,Poznań Stare Miasto Piątkowo,0,| Polecam kupno mieszkania o wysokim standardzie położonego na osiedlu z 2010 roku na poznańskim Piątkowie. Mieszkanie starannie wykończone salon połączony z kuchnią (z możliwością łatwego rozdzielenia)19 m2 sypialnia 17 m2. Mieszkanie...
148,169000,2,26,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,0,Polecam na sprzedaż mieszkanie dwupokojowe typu studio w nowo odrestaurowanej trzykondygnacyjnej kamienicy w budynku oficynowym z początku XX wieku położonej w centrum Poznania. 0% PROWIZJI DLA KUPUJĄCEGO NA OFERTY DEWELOPERSKIE !!! Prace...
685,244057,2,40.34,2,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
1,269000,3,55,1,Poznań Zawady,0,Przedmiotem sprzedaży jest mieszkanie położone w dzielnicy Nowe Miasto w Poznaniu przy ul. Krótkiej. Dla przedmiotowej nieruchomości Sąd Rejonowy w Poznaniu prowadzi Księgę Wieczystą która nie wykazuję żadnych obciążeń. Mieszkanie położone jest...
362,200000,2,38,5,Poznań Rataje,0,Szanowni Państwo Jako właściciel Biura Nieruchomości EURO-dom.CO oferuję Państwu profesjonalne i skuteczne usługi pośrednictwa w obrocie nieruchomościami. Nasz zespół to Pośrednicy Prawnik Biegły Rewident Podatkowy Agent Ubezpieczeniowy....
388,625000,4,120,1,Poznań ul. Saperska,0,Prezentowana nieruchomość to dom w zabudowie blizniaczej o powierzchni 120 m2 z przydomowym ogródkiem.Dom zlokalizowany jest w Poznaniu na ul.Saperskiej ( Wilda ) w bliskiej odległości od centrum ( 10 min). Dom składa się z przestronnego...
379,296560,3,49.71,3,Poznań Winogrady ul. Hawelańska,0,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
662,245000,3,48,3,Poznań Grunwald ul. Bułgarska,0,Nie czekaj skorzystaj z Programu MDM na rynku wtórnym Oferuje na sprzedaż 3 pokojowe mieszkanie usytuowane na 3 piętrze w niskim bloku z cegły przy ul. Bułgarskiej na Grunwaldzie. Składające się trzech pokoi w tym jeden przejściowy osobna...
444,247000,1,41,2,Poznań Winogrady ul. Żniwna - Atrakcyjna Lokalizacja!,0,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI. Biuro NIERUCHOMOŚCI NR 1 poleca do sprzedaży 9 mieszkań w jednym budynku o powierzchni od 35 do 56 mkw piętra od parteru do trzeciego!!! ATRAKCYJNE CENY !!! I DUŻE...
972,1,5,99.76,1,Poznań Kameralne Osiedle Domów Energooszczędnyc ul. Nowe Osiedle Tygrysie Dachowa Ul.Nowina,0,Oferujemy Państwu wspaniały dom z ogródkiem idealny dla 4 osobowej rodziny. Na jego powierzchnię wynoszącą 99 76 m2 składają się; - na parterze - przestronny salon z miejscem na kominek doświetlony aneks kuchenny (istnieje możliwość zamknięcia...
962,184800,2,44,1,Poznań Dębiec ul. Klonowa,0,Polecam na sprzedaż mieszkanie zlokalizowane na poznańskim Dębcu. Nieruchomość znajduje się na pierwszym piętrze w niskim 4 piętrowym ocieplonym budynku. Mieszkanie składa się z 2 pokoi kuchni łazienki oraz wc. Układ pomieszczeń przejściowy-...
124,290000,2,49,1,Poznań Śródka,0,Polecamy na sprzedaż mieszkanie o powierzchni ok.49 mkw usytuowane na wysokim parterze trzypiętrowego budynku. Mieszkanie składa się z dwóch pokoi osobnej dużej kuchni łazienki przedpokoju do mieszkania przynależy też piwnica. Kuchnia...
1673,360000,3,51.3,2,Poznań Piątkowo ul. Stróżyńskiego,0,NIEZALEŻNE POMIESZCZENIA! WYSOKI STANDARD! MIESZKANIE DWUPOZIOMOWE! KUPUJĄCY NIE PŁACI PROWIZJI DLA BIURA NIERUCHOMOŚCI! Na sprzedaż LUKSUSOWE 3-pok. mieszkanie o powierzchni 51 3m2 (dodatkową powierzchnię stanowi przestronny pokój znajdujący...
490,177000,1,31,10,Poznań Grunwald ul. Galileusza,0,Polecam na sprzedaż przytulną kawalerkę 31 m2 przy ulicy Galileusza na Osiedlu Kopernika znajdującą się na 10 piętrze w wysokim bloku. Mieszkanie składa się z małego korytarza dużego pokoju oddzielnej kuchni z oknem oraz łazienki po remoncie z...
60,239000,2,37.9,3,Poznań Wilda ul. Kosińskiego,0,Wyjątkowe mieszkanie na Wildzie w dobrej lokalizacji! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • w pełni wykończony lokal • po remoncie generalnym Nieruchomość złożona z: • pokój dzienny 17 m.kw • sypialnia 8 5 m.kw •...
1100,240000,2,47,9,Poznań Winogrady ul. Os. Wichrowe Wzgórze,0,Polecam do kupna atrakcyjne dwupokojowe mieszkanie położone na poznańskich Winogradach na os. Wichrowe Wzgórze. Mieszkanie mieści się na 9 piętrze w 16 - sto piętrowym wieżowcu. Powierzchnia 47 m2. Dwa ustawne pokoje w układzie niezależnym o...
631,285000,3,53.5,3,Poznań Poznań-Nowe Miasto ul. Os. Czecha,0,Bardzo ładne mieszkanie 3 pokojowe z oddzielną kuchnią z oknem. Piękny widok z balkonu typu loggia. Mieszkanie ustawne i funkcjonalne. Mieszkanie o powierzchni 53 5m2 na poznańskich Ratajach. W niskim ocieplonym budynku na 3 piętrze. Mieszkanie...
87,219000,1,39,3,Poznań ul. Wroniecka,1,KAWALERKA w samym sercu POZNANIA 5min. pieszo do STAREGO RYNKU! Mieszkanie - 39 m2 położone na trzecim piętrze. Obecnie jest to kawalerka z możliwością przerobienia na 2 pokoje. Kuchnia oddzielna z oknem. Łazienka wyposażona w kabinę...
1036,175000,1,29,4,Poznań Grunwald Łazarz ul. Ul.Lodowa,0,WYREMONTOWANA KAWALERKA 29 m.kw W BLOKU UL.LODOWA 175 000 !! ! BARDZO DOBRA LOKALIZACJA DO ZAMIESZKANIA I NA WYNAJEM !!! Oferuję na sprzedaż ładną wyremontowana kawalerkę znajdującą się na 4 piętrze w bloku z cegły położonym przy...
822,410000,4,99,1,Poznań Grunwald Łazarz Ok/Areny ul. Potworowskiego,0,****** CIEKAWA OFERTA Z DUŻYM POTENCJAŁEM IDEALNE NA MIESZKANIE BIURA PRACOWNIE GABINETY KANCELARIE itp.****** Polecamy do sprzedaży bardzo przestronne wygodne mieszkanie położone na Łazarzu w jednej z centralnych dzielnic miasta Poznania....
1199,220000,2,37.5,7,Poznań Górczyn Grunwald ul. Hetmańska,0,BT-BEZPIECZNA TRANSAKCJA Z POŚREDNIKIEM Przedmiotem sprzedaży jest mieszkanie 2-pokojowe o pow. 37 5m2 i balkonem zlokalizowane na VII piętrze w X piętrowym budynku mieszkalnym z 1976 r.(zachód) przy ul. Hetmańskiej. Spółdzielcze...
1243,399000,3,73.9,4,Poznań Rataje,0,| NA SPRZEDAŻ przestronne trzypokojowe mieszkanie o powierzchni całkowitej 107 m 2 z przynależną komórką lokatorską znajdującą się na pietrze położone na poddaszu domu wielorodzinnego w Poznaniu. Mieszkanie jest jasne ciepłe z wystawą...
1387,399900,4,100,1,Poznań Grunwald/Łazarz ul. Potworowskiego,0,Polecam na sprzedaż mieszkanie położone przy ul. Potworowskiego na poznańskim Łazarzu. Lokal położony jest na parterze przedwojennej kamienicy składa się z czterech przestronnych pokoi jasnej oddzielnej kuchni przedpokoju oraz łazienki z oknem...
1200,270000,3,46,8,Poznań Jeżyce Ogrody Grunwald Wola ul. Engestroma,0,Oferuję na sprzedaż mieszkanie trzypokojowe przy ul. Engestroma na Ogrodach. Mieszkanie położone na 8 piętrze w wysokim bloku. Mieszkanie o powierzchni 46 m2 składa się z: 3 niezależnych pokoi oddzielnej kuchni łazienki i przedpokoju. Kuchnia...
273,389000,3,60,2,Poznań Poznań-Grunwald ul. Jana Matejki,0,Oferta sprzedaży mieszkania o łącznej powierzchni 60 m2 na 2 piętrze rewitalizowanej zabytkowej kamienicy położonej przy ulicy Matejki jednej z najelegantszych ulic śródmieścia Poznania złożonej głównie z secesyjnych kamienic w bezpośredniej...
1572,539000,4,83,1,Poznań Suchy Las Piątkowo Podolany Strzeszyn Naramowice ul. Z Ogródkiem!!!,0,Drodzy Państwo mamy przyjemność zaprosić do zapoznania się z propozycją sprzedaży apartamentów które powstają w Poznaniu dzielnica PODOLANY. Willa składa się z dwóch apartamentów o powierzchni około 83 m2. Zastosowano tutaj duże przeszklenia ...
4832,148000,1,29,3,Poznań Dębiec Wilda Rataje Łazarz ul. Osinowa - Dobra Cena!!!,1,OFERTA ZAREZERWOWANA!!! BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Dębcu ( ul. Osinowa ). Na 30 m2 składa się ustawny pokój osobna...
561,387000,2,49,4,Poznań Winogrady ul. Naramowicka 31a,0,Sprzedaż bezpośrednia - od właściciela. Bardzo jasne mieszkanie z pięknym widokiem z bardzo dużym balkonem w budynku Atanera z 2006r. przy ul.Naramowickiej 31A/16 w Poznaniu . Doskonała lokalizacja u zbiegu ul.Naramowickiej i Serbskiej: w pobliżu...
4241,239000,2,42,2,Poznań Jeżyce Łazarz Wilda ul. Dąbrowskiego Ul.,1,Polecam na sprzedaż mieszkanie w bloku na 2-gim piętrze położonym przy ul.Dąbrowskiego między pętlą Ogrody a ul.Żeromskiego. Mieszkanie posiada dwa osobne pokoje balkon korytarz niezależną kuchnię i łazienkę. Mieszkanie umeblowane ...
1601,199000,1,23,2,Poznań Stare Miasto,0,Polecamy na sprzedaż kawalerkę w całkowicie zrewitalizowanej kamienicy położonej bardzo blisko Placu Kolegiackiego i Starego Rynku. W mieszkaniu jest odsłonięta oryginalna cegła oraz w pełni urządzona łazienka. Oryginalna drewniana podłoga...
108,504000,3,80.27,1,Poznań Jeżyce ul. Szamotulska,0,Proponuję do zakupu atrakcyjne przestronne mieszkanie 3 pokojowe o powierzchni blisko 81m2m2 położone na pierwszym piętrze bloku z cegły z 1948 roku wg projektu ówczesnego naczelnego architekta Poznania p.Władysława Czarneckiego. Budynek...
1164,305000,2,54,1,Poznań Naramowice ul. Błażeja,0,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjne nowocześnie zaaranżowane mieszkanie zlokalizowane na ul. Błażeja na poznańskich...
198,450000,5,130,1,Poznań Wilda Dębiec ul. Rejon Ul. Rolnej,1,Zapraszam do zapoznania się z bardzo interesującą ofertą sprzedaży piętra domu położonego w bardzo dobrym punkcie - okolice ul. Rolnej w spokojnej i bardzo zielonej części Wildy. Lokal idealny jako mieszkanie ale również na potrzeby działalności...
770,349000,3,60,4,Poznań Grunwald Jeżyce ul. Rycerska,1,Przedmiotem sprzedaży jest przestronne 3 pokojowe mieszkanie zlokalizowane na Grunwaldzie przy ul. Rycerskiej. Usytuowane na IV piętrze w niskim ocieplonym bloku z cegły z 1958r. Mieszkanie składa się z dużego salonu 2 oddzielnych pokoi ...
1197,180000,1,38,2,Poznań Łazarz Grunwald ul. Łukaszewicza,1,MOŻLIWE WSPARCIE W MDM !!! Polecam na sprzedaż kawalerkę zlokalizowaną na Poznańskim Łazarzu przy ul. Łukaszewicza. Mieści się na 2 piętrze. Na metraż 38m2 składa się z dużego ustawnego pokoju kuchni z oknem łazienki oraz przedpokoju. Okna...
833,287000,2,49.3,11,Poznań Stare Miasto Piątkowo,0,Atrakcyjne 2 pokojowe mieszkanie na Os. Jana III Sobieskiego na XI piętrze - niezależne 2 pokoje - oddzielna kuchnia - łazienka i ubikacja - dodatkowo pomieszczenie gospodarcze na piętrze Mieszkanie jest po generalnym remoncie -...
714,350000,2,53,2,Poznań Grunwald,0,Polecam na sprzedaż mieszkanie dwupokojowe o powierzchni 53 m2 na Grunwaldzie rejon Palacza a Rynarzewskiej. Mieszkanie usytuowane jest na drugim piętrze w sześciopiętrowym budynku z windą. Mieszkanie składa się salony z którego jest wyjście na...
967,275000,3,53,4,Poznań Winogrady Piątkowo Sołacz Jeżyce ul. Kosmonautów - Polecam!!!,1,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do kupna przestronne 3 pokojowe mieszkanie o niestandardowym metrażu zlokalizowane na 4 piętrze niskiego bloku na...
88,180000,2,38,2,Poznań Łazarz Górczyn Wilda ul. Klaudyny Potockiej,0,Polecamy na sprzedaż 2-pokojowe mieszkanie na Łazarzu. Mieszkanie mieści się na 2 piętrze niskiego bloku z cegły z 1964r. przy ul. Klaudyny Potockiej. Mieszkanie składa się z 2 pokoi 18m z wyjściem na balkon ok 4m i 8m kuchni 2 5m łazienki...
